id,peso,entrada_tsotsil,tipo_abreviado,tipo_palabra,categoria_general,traduccion_espanol,uso_o_ejemplo,region_abreviada,region,vease,nota_parentesis,transcripcion_original
2070,57,jp'ej-sat,s,sustantivo,sustantivo,tuerto,Li vinique lec ta jup'eltic isc'opon li june.,,,p'ejel; sat jp'el nc una palabra ta jptel mo'ox ora de repente ta jup'eltic palabra por palabra; ptitel,,jp'ej-sat s tuerto Véase p'ejel; sat jp'el nc una palabra ta jptel mo'ox ora de repente ta jup'eltic palabra por palabra. Li vinique lec ta jup'eltic isc'opon li june. El hombre leyó el libro palabra por palabra. jp'itel nc un salto Véase ptitel
2071,57,jp'olmal vinic,s,sustantivo,sustantivo,"comerciante, viajero.",Li jp'olmal vinique toj nom ta xanav. | Li jquejleje ja' p'isil ta bic'tal ctabal.,,,p'olmal jquejlej nc medida hecha con los dedos,,"jp'olmal vinic s comerciante, viajero. Li jp'olmal vinique toj nom ta xanav. El comerciante se va lejos. Véase p'olmal jquejlej nc medida hecha con los dedos. Li jquejleje ja' p'isil ta bic'tal ctabal. Medida de diez centimetros hecha desde el pulgar"
2072,57,hasta el dedo indice doblado.,,,variante dialectal,,,Ch'en,Chenalhó,quejel jquep nc una penca (de guineo o plátano),de guineo o plátano,hasta el dedo indice doblado. Ch'en jquejleb Véase quejel jquep nc una penca (de guineo o plátano)
2073,57,jq'uel-chij,s,sustantivo,sustantivo,pastor (de borregos). Li,Li querem le'e ja! jqluel-chij yu'un sjuntot.,,,chij; q'uelel,de borregos,jq'uel-chij s pastor (de borregos). Li querem le'e ja! jqluel-chij yu'un sjuntot. Aquel niño es el pastor de las ovejas de su tío. Véase chij; q'uelel
2074,57,jqluelvanej,s,sustantivo,sustantivo,hierbero. Li sjuntote,Li sjuntote ja! jqluelvanej; lec sna' xpoxtavan ta ts'i'leletic.,,,q'uelel,,jqluelvanej s hierbero. Li sjuntote ja! jqluelvanej; lec sna' xpoxtavan ta ts'i'leletic. Su tío es hierbero; sabe curar con hierbas. Véase q'uelel
2075,57,jq'ueoj-mut,s,sustantivo,sustantivo,gorjeador,,,,,,jq'ueoj-mut s gorjeador
2076,57,jrosa,,,variante dialectal,jarro,,Zin,Zinacantán,q'uixnam-o!,,jrosa Zin jarro Véase q'uixnam-o!
2077,57,jsacubel ctanal,s,sustantivo,sustantivo,lucero. Ctalal po'ot,,,,,,jsacubel ctanal s lucero. Ctalal po'ot xa ta sacube tey xvinaj li jsacubel
2078,57,c'anale. Antes de amanecer se,ve,verbo de estado,verbo,el,,,,canal,,c'anale. Antes de amanecer se ve el lucero de la mañana. Véase canal
2079,57,jsatinob te'etic,s,sustantivo,sustantivo,frutal,,,,,,jsatinob te'etic s frutal
2080,57,jsa'-sil,s,sustantivo,sustantivo,leñador,,,,sa'el,,jsa'-sil s leñador Véase sa'el
2081,57,jsep',,,variante dialectal,una tira,Li jo'one tey jset! cosil ta siquil osiltic ta actol.,Ixt,Ixtapa,"¡sil jset! nc un pedazo, un trago, un poco, un cacho",,"jsep' Ixt una tira Véase ¡sil jset! nc un pedazo, un trago, un poco, un cacho. Li jo'one tey jset! cosil ta siquil osiltic ta actol. Yo tengo un pedacito de terreno arriba, en tierra fría."
2082,57,jsets'tic,s,sustantivo,sustantivo,rótula,,,,sets'al sjol cacantic,,jsets'tic s rótula Véase sets'al sjol cacantic
2083,57,jsibtesvamej,s,sustantivo,sustantivo,duende. Li ta,"Li ta ac'ubaltique oy jsibtesvanej xiic, pero altic.",Ch'en,Chenalhó,sibtesel jsil ne una tira,,"jsibtesvamej s duende. Li ta ac'ubaltique oy jsibtesvanej xiic, pero altic. Dicen que en la noche jsil hay duendes, pero no es cierto. Ch'en jsibtasvanej Véase sibtesel jsil ne una tira"
2084,58,jsitvil,s,sustantivo,sustantivo,persona que va a traer leña,,,,si',,"jsitvil s persona que va a traer leña, leñador Véase si'"
2085,58,jtactavel,s,sustantivo,sustantivo,"respondón, el que contesta.",Li biq'uit quereme toj jtactavel tajmec.,Ch'en,Chenalhó,taq'uel,,"jtactavel s respondón, el que contesta. Li biq'uit quereme toj jtactavel tajmec. El niño es muy respondón. Ch!en jtactovel Véase taq'uel"
2086,58,jtajimol,s,sustantivo,sustantivo,juguetón,,,,tajimol,,jtajimol s juguetón Véase tajimol
2087,58,jtamol,s,sustantivo,sustantivo,partera. Ba ic'o talel li,,,,,,jtamol s partera. Ba ic'o talel li
2088,58,jtamole.,ve,verbo de estado,verbo,a traer a la partera.,,Ch'en,Chenalhó,tamel,,jtamole. Ve a traer a la partera. Ch'en jtamul /xt tamol Véase tamel
2089,58,jta'lej,s,sustantivo,sustantivo,persona postrada en cama,,,,talal,enferma,jta'lej s persona postrada en cama (enferma) Véase talal
2090,58,jteclum,s,sustantivo,sustantivo,"pueblo, poblado",Li vinique steloj talel jtel te'. | ¿Jay tij xa? | ¿Qué hora es?,,,lum jtel nc una unidad p; telel jten nc una vez ep ta ten varias veces jtij 1xc hora; ora,,"jteclum s pueblo, poblado Véase lum jtel nc una unidad p.ej. un tronco. Li vinique steloj talel jtel te'. El hombre trae un tronco. Véase telel jten nc una vez ep ta ten varias veces jtij 1xc hora. ¿Jay tij xa? ¿Qué hora es? Véase ora"
2091,58,jtij-vobetic,s,sustantivo,sustantivo,músicos,,,,vob,,jtij-vobetic s músicos Véase vob
2092,58,jti'aval,s,sustantivo,sustantivo,hechicero,,,,,,jti'aval s hechicero
2093,58,"jtitaval chon, jti'vanej chon",s,sustantivo,sustantivo,víbora,,Ch'en,Chenalhó,tiel,,"jtitaval chon, jti'vanej chon s víbora Ch'en jtitval chon Véase tiel"
2094,58,jti'sip mut,s,sustantivo,sustantivo,pijuy (pájaro),,,,,pájaro,jti'sip mut s pijuy (pájaro)
2095,58,jtob,adj,adjetivo,adjetivo,veinte,,,,,,jtob adj veinte
2096,58,"jtojbalaletic, tojbalaletic",s,sustantivo,sustantivo,trabajadores,,,,tojel,,"jtojbalaletic, tojbalaletic s trabajadores Véase tojel"
2097,58,jtos,,,variante dialectal,"idéntico, igual, similar",,Ixt; Zin,Ixtapa; Zinacantán,jmojic; cotolic; cotol x'elan,,"jtos Ixt, Zin idéntico, igual, similar Véase jmojic; cotolic; cotol x'elan"
2098,58,jtos o,,,variante dialectal,diferente,,Ch'en,Chenalhó,jehop o,,jtos o Ch'en diferente Véase jehop o
2099,58,jtos sbiic Ixr,,,variante dialectal,tocayo,,Zin,Zinacantán,jmoj sbiic,,"jtos sbiic Ixr, Zin tocayo Véase jmoj sbiic"
2100,58,jtotic,s,sustantivo,sustantivo,"nuestro papá, nuestro Señor",,,,"totil jtotic chauc /xf rayo, relámpago; slebuel chauc; anjel",,"jtotic s nuestro papá, nuestro Señor, nuestro Padre; el sol Véase totil jtotic chauc /xf rayo, relámpago Véase slebuel chauc; anjel"
2101,58,jtoyel jo',s,sustantivo,sustantivo,salto de agua. Ta vits,"Ta vits iquil jun jtoyel jo!, jutuc mu jo'vinic metro staylej itoy.",,,,,"jtoyel jo' s salto de agua. Ta vits iquil jun jtoyel jo!, jutuc mu jo'vinic metro staylej itoy. En el"
2102,58,cerro,vi,verbo intransitivo,verbo,un salto de agua de casi,,,,jo!,,cerro vi un salto de agua de casi cien metros de altura. Véase jo!
2103,58,jtuc'avil,s,sustantivo,sustantivo,"tirador, cazador. Li vinic",Li vinic le'e toj lec jtuc'avil.,,,"tuc' 70 jtuch' nc un tramo, un trozo, una parte, un pedazo; tuch'el",,"jtuc'avil s tirador, cazador. Li vinic le'e toj lec jtuc'avil. Ese hombre es muy buen tirador. Véase tuc' 70 jtuch' nc un tramo, un trozo, una parte, un pedazo. Isoc jtuch' li muc' ta bee. Se destruyó un tramo de la carretera. Véase tuch'el"
2104,58,jtuch'-ora,s,sustantivo,sustantivo,brujo,,,,tuch'el,,jtuch'-ora s brujo Véase tuch'el
2105,58,jtuch'-sit,s,sustantivo,sustantivo,leñador,,,,tuch'el,,jtuch'-sit s leñador Véase tuch'el
2106,58,jtunel,s,sustantivo,sustantivo,uso; adj útil. Ja' jtunel ta,,,,tunel,,jtunel s uso; adj útil. Ja' jtunel ta comon. Es para uso común. Véase tunel
2107,58,jtuq'uibtasej-unen,s,sustantivo,sustantivo,partera,,Ch'en,Chenalhó,tuc',,jtuq'uibtasej-unen s partera Chen jtuq'uibtasel-olol Véase tuc'
2108,58,jtTuttil-oton,s,sustantivo,sustantivo,tacaño,,,,t'ut!,,jtTuttil-oton s tacaño Véase t'ut!
2109,58,jtsac<hoyetic,s,sustantivo,sustantivo,pescadores. Li ta,Li ta nabetique oy ep jtsac<choyetic.,,,choy; tsaquel,,jtsac<hoyetic s pescadores. Li ta nabetique oy ep jtsac<choyetic. En los mares hay muchos pescadores. Véase choy; tsaquel
2110,58,jtsac-choy mut,,,variante dialectal,garza Véase,,Zin,Zinacantán,ch'ojon-nuc' mut,,jtsac-choy mut Zin garza Véase ch'ojon-nuc' mut
2111,58,jtsacol-tsti!,,,variante dialectal,perro cazador Véase,,Zin,Zinacantán,jnutsol,,jtsacol-tsti! Zin perro cazador Véase jnutsol
2112,58,jtsajal-jol,s,sustantivo,sustantivo,pelirrojo. Li querem li'i,Li querem li'i ja' jtsajal-jol.,,,tsoj,,jtsajal-jol s pelirrojo. Li querem li'i ja' jtsajal-jol. Este niño es pelirrojo. Véase tsoj
2113,58,jtsajlajetel,s,sustantivo,sustantivo,"susurrón, persona",Li naxe iya'i jtsajlajetel li biq'uit quereme.,,,tsajlajetel,,"jtsajlajetel s susurrón, persona murmurando. Li naxe iya'i jtsajlajetel li biq'uit quereme. El niño escuchó hoy a alguien murmurando. Véase tsajlajetel"
2114,58,jtsetetel crixchano,s,sustantivo,sustantivo,persona alegre y,,,,tsetej,,jtsetetel crixchano s persona alegre y sonriente Véase tsetej
2115,58,"jtsob-patan, jtsob-taqtuin",s,sustantivo,sustantivo,cobrador,,,,tsobel; patan,,"jtsob-patan, jtsob-taqtuin s cobrador de impuestos, recaudador, tesorero Véase tsobel; patan"
2116,58,"jtstet-ctob, jtstet-ctobal vinic",s,sustantivo,sustantivo,zurdo,,,,tstet,persona que escribe o trabaja con la mano izquierda,"jtstet-ctob, jtstet-ctobal vinic s zurdo (persona que escribe o trabaja con la mano izquierda) Véase tstet"
2117,58,jtstibajom,s,sustantivo,sustantivo,"escritor, secretario. Nax",,,,ts'ibajel jtstisel nc una puntada; tstisel,,"jtstibajom s escritor, secretario. Nax ¡ay ta ana li jtstibajome, yutun chac to'ox sctoponot. El secretario fue hoy a tu casa porque te quería hablar. Véase ts'ibajel jtstisel nc una puntada Véase tstisel"
2118,58,jtstisom,s,sustantivo,sustantivo,sastrero jtstisum,,Ch'en,Chenalhó,"tstisel jtstuj nc un pedazo, un poquito, un cacho, una pizca, un trago",,"jtstisom s sastrero Ch'en jtstisum Véase tstisel jtstuj nc un pedazo, un poquito, un cacho, una pizca, un trago"
2119,58,jtstuts'-<htich' voy,,,variante dialectal,tábano,,Cham,Chamula,xcoch jubel yn soplar,,jtstuts'-<htich' voy Cham tábano Véase xcoch jubel yn soplar. Sctan jubel li 71 ctoq'ue yu'un mu xtil tajmec. Es necesario soplar la lumbre porque no arde.
2120,59,sjubobil,s,sustantivo,sustantivo,el soplador (del fuego),,,,,del fuego,sjubobil s el soplador (del fuego)
2121,59,ta sjub,vr,verbo reflexivo,verbo,lo sopla (el fuego),,,,,el fuego,ta sjub vr lo sopla (el fuego)
2122,59,jubel,,,variante dialectal,engordar Véase,,Cham; Ch'en,Chamula; Chenalhó,jup'el,,"jubel Cham, Ch'en engordar Véase jup'el"
2123,59,jubem,,,variante dialectal,"gordo, rollizo",,Cham; Ch'en,Chamula; Chenalhó,juptem,,"jubem Cham gordo, rollizo Ch'en juben Véase juptem"
2124,59,jubob coc!,,,variante dialectal,soplador 1xt,,Cham,Chamula,velob-<oc',,jubob coc! Cham soplador 1xt jubobil ctoc! Véase velob-<oc'
2125,59,jue,s,sustantivo,sustantivo,talaje. Li ta sc'alc'al sna li,"Li ta sc'alc'al sna li chitome, toj toyol jue.",,,,,"jue s talaje. Li ta sc'alc'al sna li chitome, toj toyol jue. En las paredes del chiquero hay mucho talaje."
2126,59,jucub,adj,adjetivo,adjetivo,siete. Li jo'one jucub xa,Li jo'one jucub xa jabil li li' nacalune.,,,,,jucub adj siete. Li jo'one jucub xa jabil li li' nacalune. Yo ya tengo siete años de estar viviendo aquí.
2127,59,juclajuneb,adj,adjetivo,adjetivo,diecisiete,,,,,,juclajuneb adj diecisiete juevo! nc siete personas
2128,59,juquej,to,partícula temporal/aspectual,partícula temporal/aspectual,dentro de siete días,,,,,,juquej to dentro de siete días juquej xa hace siete días
2129,59,sjucubal,s,sustantivo,sustantivo,el séptimo,,,,jucub,,sjucubal s el séptimo juevo! nc siete personas. Le! xbatic juevo' ta lup jo'e. Allí van siete personas a traer agua. Véase jucub
2130,59,juctubajel,s,sustantivo,sustantivo,hipo. Li jo'one,Li jo'one stsacojun juctubajel.,,,,,juctubajel s hipo. Li jo'one stsacojun juctubajel. Yo tengo
2131,59,hipo.,,,variante dialectal,juc'obajel,,Cham,Chamula,,,hipo. Cham juc'obajel ta xjuctubaj ví tiene hipo
2132,59,juchul,ve,verbo de estado,verbo,"puesto, colocado (olla, caja",Li p'ine tey juchul ta c!oc! yulun ta xta'aj li cheneq'ue.,,,,"olla, caja, bultos, etc.","juchul ve puesto, colocado (olla, caja, bultos, etc.) Li p'ine tey juchul ta c!oc! yulun ta xta'aj li cheneq'ue. La olla está puesta en la lumbre para cocer los frijoles."
2133,59,ta sjuchan,vr,verbo reflexivo,verbo,lo coloca (olla,,,,,"olla, caja, etc.","ta sjuchan vr lo coloca (olla, caja, etc.)"
2134,59,juch'el,vn,verbo nominal/sustantivado,verbo,moler,,,,,,juch'el vn moler
2135,59,juch'bil ixim,,,variante dialectal,masa,,Ch'en,Chenalhó,,,juch'bil ixim Ch'en masa
2136,59,juch'nom ants,s,sustantivo,sustantivo,molendera,,,,,,juch'nom ants s molendera
2137,59,juch'ob-vale',s,sustantivo,sustantivo,trapiche,,,,,,juch'ob-vale' s trapiche
2138,59,sjuch'obil,s,sustantivo,sustantivo,molino,,Ch'en,Chenalhó,,,sjuch'obil s molino Ch'en sjuch'ubil
2139,59,ta sjuch',vr,verbo reflexivo,verbo,lo muele,,,,,,ta sjuch' vr lo muele ta xjuchtun ví muele
2140,59,juch'tael,,,variante dialectal,soplar Véase,,Ch'en,Chenalhó,vuch'tael,,juch'tael Ch'en soplar Véase vuch'tael
2141,59,juch'ul,adj,adjetivo,adjetivo,grave. Li jchamele toj,Li jchamele toj juch'ul; ta nan xcham.,,,,,juch'ul adj grave. Li jchamele toj juch'ul; ta nan xcham. El enfermo está grave; tal vez se muera. jun
2142,59,"ta xjuch'tsaj, ta xjueh!",vi,verbo intransitivo,verbo,se,Li jchamele ta jujun ora chuch' li svomole. | Ta jujun ¡'ochic batel ta yut na li viniquetique.,,,jun,,"ta xjuch'tsaj, ta xjueh! vi se agrava, se empeora jujun 1. cada. Li jchamele ta jujun ora chuch' li svomole. El enfermo toma su medicina cada hora. 2. uno por uno. Ta jujun ¡'ochic batel ta yut na li viniquetique. Los hombres entraron en la casa uno por uno. Véase jun"
2143,59,jula'al,s,sustantivo,sustantivo,"huésped, visitante, visita",,,,,,"jula'al s huésped, visitante, visita"
2144,59,ta sjulatan,ve,verbo de estado,verbo,lo visita,,,,,,ta sjulatan ve lo visita
2145,59,ta xjula'aj,vi,verbo intransitivo,verbo,visita,,,,,,ta xjula'aj vi visita
2146,59,yulo!,s,sustantivo,sustantivo,"su visitante, su visita",,,,,,"yulo! s su visitante, su visita"
2147,59,julebal,ve,verbo de estado,verbo,está por llegar. Li jtote,Li jtote julebal xa yutun no'ox ba scuch talel sit.,Ch'en,Chenalhó,,,"julebal ve está por llegar. Li jtote julebal xa yutun no'ox ba scuch talel sit. Mi papá está por llegar porque nada más fue a traer leña. Ch!en yulubal ta sjules ta sjol trata de acordarse, se está acordando"
2148,59,ta xjul,vi,verbo intransitivo,verbo,"llega, regresa",,,,,,"ta xjul vi llega, regresa ta xjul ta sjol se acuerda"
2149,59,julel,s,sustantivo,sustantivo,puntada. Yu'un xa ta xlaj,,,,,,"julel s puntada. Yu'un xa ta xlaj cu'un smeltsanel li tsequile, jayib xa no'ox julel sc'an cu'un. Ya estoy terminando el vestido; nada más me faltan unas cuantas puntadas."
2150,59,julel,,,variante dialectal,inyección,,Ch'en,Chenalhó,tic'bil vomol julvanej,,julel Ch'en inyección Véase tic'bil vomol julvanej Ch/en persona cuyo trabajo es inyectar
2151,59,jun,s,sustantivo,sustantivo,"papel, libro. Li june meltsanbil",Li june meltsanbil ta te!.,,,,,"jun s papel, libro. Li june meltsanbil ta te!. El papel se saca de la madera."
2152,59,chanob-jun,s,sustantivo,sustantivo,escuela,,,,,,chanob-jun s escuela
2153,59,jchan-jun,s,sustantivo,sustantivo,alumno,,,,,,jchan-jun s alumno
2154,59,sjun,s,sustantivo,sustantivo,"su libro, su papel",,,,,,"sjun s su libro, su papel"
2155,59,sjunal,s,sustantivo,sustantivo,el acta o documento,,,,,,sjunal s el acta o documento
2156,59,ta schan jun,vr,verbo reflexivo,verbo,está estudiando,,,,,,ta schan jun vr está estudiando
2157,59,ta sq!uel jun,vr,verbo reflexivo,verbo,"está leyendo, está",,,,,,"ta sq!uel jun vr está leyendo, está mirando libros"
2158,59,jun,adj,adjetivo,adjetivo,"un, uno. Li vinic le'e",Li vinic le'e c'ajomal xa jun snich'on cuxul.,,,,,"jun adj un, uno. Li vinic le'e c'ajomal xa jun snich'on cuxul. A aquel hombre le queda un solo niño vivo. buch'u junucal cual persona ctusi junucal cual cosa"
2159,59,junabi,s,sustantivo,sustantivo,el año pasado /xt,,,,,,junabi s el año pasado /xt junabil jun chalvo'ue algunas personas junbi jun chibuc algunas cosas
2160,60,jujun,adj,adjetivo,adjetivo,"cada, uno por uno",,,,,,"jujun adj cada, uno por uno jun yo'on contento jun yutsil elegante, muy hermoso, muy bueno juptel nc una palabra ta jup'eltic palabra por palabra"
2161,60,sjunme',s,sustantivo,sustantivo,su tía,,,,,,sjunme' s su tía
2162,60,sjun-nich'on,s,sustantivo,sustantivo,su sobrino o,,,,,del hombre,sjun-nich'on s su sobrino o sobrina (del hombre)
2163,60,sjun-ol,s,sustantivo,sustantivo,su sobrino o sobrina (de,,,,,de mujer,sjun-ol s su sobrino o sobrina (de mujer)
2164,60,sjuntot,s,sustantivo,sustantivo,su tío,,,,,,sjuntot s su tío
2165,60,sjunul,s,sustantivo,sustantivo,entero,,,,,,sjunul s entero
2166,60,jumbi,adv,adverbio,adverbio,pues. Jtuc no'ox me li'ay,,,,,,"jumbi adv pues. Jtuc no'ox me li'ay ta jteclum junbi, yu'un mu jna' mi ta ox xabat euc. Pues yo fui sólo al pueblo, porque no sabía que usted quería ir también."
2167,60,jun-xulub,s,sustantivo,sustantivo,urraca,Li unetique lec jun yo'onic yaquic ta tajimol schituc yan schitiltac.,,,"tararan jun yo'on contento, tranquilo; jun jun yutsil elegante, muy bueno, muy hermoso; jun; utsilal",de cabeza roja,"jun-xulub s urraca junyem, rey xulem 7xt zopilote (de cabeza roja) Véase tararan jun yo'on contento, tranquilo. Li unetique lec jun yo'onic yaquic ta tajimol schituc yan schitiltac. Los niños están contentos, jugando con sus compañeros. Véase jun jun yutsil elegante, muy bueno, muy hermoso Véase jun; utsilal"
2168,60,jupanel,vn,verbo nominal/sustantivado,verbo,pujar; tocar (instrumento de,,,,,instrumento de aire,jupanel vn pujar; tocar (instrumento de aire)
2169,60,ta sjupan,vt,verbo transitivo,verbo,puja (p.ej. para dar,,,,,p.ej. para dar a luz; instrumento de aire,ta sjupan vt puja (p.ej. para dar a luz); toca (instrumento de aire)
2170,60,juptel,s,sustantivo,sustantivo,una palabra,,,,jun,,juptel s una palabra Véase jun
2171,60,juptel,vn,verbo nominal/sustantivado,verbo,"cebar, engordar",,,,,,"juptel vn cebar, engordar"
2172,60,juptem,adj,adjetivo,adjetivo,gordo,,,,,,juptem adj gordo
2173,60,sjuptemal,s,sustantivo,sustantivo,"la grasa, la gordura",,Ch'en,Chenalhó,,,"sjuptemal s la grasa, la gordura Ch'en sjubenal"
2174,60,ta sjuptes,vr,verbo reflexivo,verbo,lo engorda,,,,,,ta sjuptes vr lo engorda
2175,60,ta xjup!,vi,verbo intransitivo,verbo,se engorda,,,,,,ta xjup! vi se engorda
2176,60,juptel,vn,verbo nominal/sustantivado,verbo,meterlo o ponerlo (debajo de,,,,,debajo de algo; en las cenizas,juptel vn meterlo o ponerlo (debajo de algo) jup'el ta ctoc! asarlo (en las cenizas)
2177,60,ta sjup!,vr,verbo reflexivo,verbo,"lo mete, lo pone",,,,,debajo de algo; bajo de las brasas,"ta sjup! vr lo mete, lo pone (debajo de algo) ta sjup! ta coc! lo asa (bajo de las brasas)"
2178,60,juquej,adv,adverbio,adverbio,dentro de siete días. Le!,,,,jucub juquej xa hace siete días; jucub,,juquej adv dentro de siete días. Le! calal juquej ta la xbatic ta 72 jteclam. Dicen que van al pueblo dentro de siete días. Véase jucub juquej xa hace siete días. Juquej xa i'ayic ta jteclum. Ya hace siete días que ilegaron al pueblo. Véase jucub
2179,60,jutbil cop,s,sustantivo,sustantivo,mentiras,,,,ctop,,jutbil cop s mentiras Véase ctop
2180,60,jut-ctop,s,sustantivo,sustantivo,mentiroso. Li querem lili,Li querem lili toj jut-c'op tajmec yu'un scotol li c'usi chale mu jechuc.,,,ctop,,jut-ctop s mentiroso. Li querem lili toj jut-c'op tajmec yu'un scotol li c'usi chale mu jechuc. Este niño es muy mentiroso porque lo que dice no es cierto. Véase ctop
2181,60,juteb,,,variante dialectal,"cacho, pedacito",,Cham; Ch'en,Chamula; Chenalhó,jset!; jtstuj; jtuch',,"juteb Cham, Ch'en cacho, pedacito, pizca, un poquito, un trago, un poco, un tramo Véase jset!; jtstuj; jtuch'"
2182,60,jutuc,adj,adjetivo,adjetivo,poco jutuc mu por poco,Li c'aluc li'ay ta Tuxtae jutuc mu teyuc ich'ay jtaq'uin ta yut caro.,,,,,"jutuc adj poco jutuc mu por poco, casi. Li c'aluc li'ay ta Tuxtae jutuc mu teyuc ich'ay jtaq'uin ta yut caro. Cuando fui a Tuxtla por poco pierdo mi dinero en el carro."
2183,60,sctan,to,partícula temporal/aspectual,partícula temporal/aspectual,jutuc falta un poco,,,,,,sctan to jutuc falta un poco
2184,60,ta xjutucaj,vi,verbo intransitivo,verbo,"se acaba, se",,,,,,"ta xjutucaj vi se acaba, se disminuye, se escasea, se merma"
2185,60,juxel,vn,verbo nominal/sustantivado,verbo,afilar. Sctan juxel li,,,,,,juxel vn afilar. Sctan juxel li machitae yu'un chibat ta sa! sit. Hay que afilar el machete porque voy a ir a cortar leña.
2186,60,juxton,s,sustantivo,sustantivo,piedra para afilar metal,,,,,,juxton s piedra para afilar metal
2187,60,ta sjux,vr,verbo reflexivo,verbo,"lo afila, lo pule, lo rae",,,,,,"ta sjux vr lo afila, lo pule, lo rae"
2188,60,ta xjuxomaj,vi,verbo intransitivo,verbo,está afilando,,,,,,ta xjuxomaj vi está afilando
2189,60,juxobil,,,variante dialectal,cepillo,,Cham,Chamula,tusobil,,juxobil Cham cepillo Véase tusobil
